Body Regions;A01
Insurance Pools;N03.219.521.576.570
Insurance Selection Bias;N03.219.521.576.585
Preexisting Condition Coverage;N03.219.521.576.585.500
Social Security;N03.219.521.576.823
Insurance, Health, Reimbursement;N03.219.521.710
Reimbursement Mechanisms;N03.219.521.710.305
Fee-for-Service Plans;N03.219.521.710.305.090
Blue Cross Blue Shield Insurance Plans;N03.219.521.710.305.090.125
Physician Payment Review Commission;N03.219.521.710.305.180
Prospective Payment System;N03.219.521.710.305.200
Diagnosis-Related Groups;N03.219.521.710.305.200.080
Outliers, DRG;N03.219.521.710.305.200.080.550
Medicare Payment Advisory Commission;N03.219.521.710.305.200.500
Prospective Payment Assessment Commission;N03.219.521.710.305.200.605
Reimbursement, Disproportionate Share;N03.219.521.710.305.290
Reimbursement, Incentive;N03.219.521.710.305.380
Relative Value Scales;N03.219.521.710.305.500
Single-Payer System;N03.219.521.855
Financing, Personal;N03.219.559
Medical Savings Accounts;N03.219.559.500
Health Care Sector;N03.219.650
Inflation, Economic;N03.219.680
Investments;N03.219.702
Medical Indigency;N03.219.780
Public Expenditures;N03.219.840
Taxes;N03.219.900
Income Tax;N03.219.900.250
Tax Equity and Fiscal Responsibility Act;N03.219.900.880
Tax Exemption;N03.219.900.940
Health Planning;N03.349
Health Care Rationing;N03.349.270
Health Care Reform;N03.349.285
Health Plan Implementation;N03.349.300
Health Planning Guidelines;N03.349.315
Health Planning Technical Assistance;N03.349.325
Health Priorities;N03.349.330
Health Resources;N03.349.340
Health Services Research;N03.349.380
Health Care Surveys;N03.349.380.210
Health Impact Assessment;N03.349.380.210.500
Patient Reported Outcome Measures;N03.349.380.210.750
Health Services Needs and Demand;N03.349.380.420
Needs Assessment;N03.349.380.565
Organizational Case Studies;N03.349.380.710
National Health Programs;N03.349.550
National Health Insurance, United States;N03.349.550.610
Single-Payer System;N03.349.550.805
State Medicine;N03.349.550.902
Regional Health Planning;N03.349.650
Catchment Area (Health);N03.349.650.095
Certificate of Need;N03.349.650.120
Community Health Planning;N03.349.650.185
Health Facility Planning;N03.349.650.250
Bed Conversion;N03.349.650.250.080
Hospital Planning;N03.349.650.250.200
Health Systems Plans;N03.349.650.270
Medically Underserved Area;N03.349.650.340
Regional Medical Programs;N03.349.650.400
State Health Plans;N03.349.650.480
Children's Health Insurance Program;N03.349.650.480.500
Organizations;N03.540
Academies and Institutes;N03.540.052
National Academy of Sciences (U.S.);N03.540.052.500
National Academies of Science, Engineering, and Medicine (U.S.) Health and Medicine Division;N03.540.052.500.500
National Institutes of Health (U.S.);N03.540.052.750
National Cancer Institute (U.S.);N03.540.052.750.150
National Eye Institute (U.S.);N03.540.052.750.200
National Heart, Lung, and Blood Institute (U.S.);N03.540.052.750.300
National Human Genome Research Institute (U.S.);N03.540.052.750.325
National Institute of Allergy and Infectious Diseases (U.S.);N03.540.052.750.400
National Institute of Arthritis and Musculoskeletal and Skin Diseases (U.S.);N03.540.052.750.425
National Institute of Biomedical Imaging and Bioengineering (U.S.);N03.540.052.750.435
National Institute of Child Health and Human Development (U.S.);N03.540.052.750.440
National Institute of Dental and Craniofacial Research (U.S.);N03.540.052.750.445
National Institute of Diabetes and Digestive and Kidney Diseases (U.S.);N03.540.052.750.450
National Institute of Environmental Health Sciences (U.S.);N03.540.052.750.455
National Institute of General Medical Sciences (U.S.);N03.540.052.750.457
National Institute of Mental Health (U.S.);N03.540.052.750.460
National Institute of Neurological Disorders and Stroke (U.S.);N03.540.052.750.461
National Institute of Nursing Research (U.S.);N03.540.052.750.462
National Institute on Aging (U.S.);N03.540.052.750.465
National Institute on Alcohol Abuse and Alcoholism (U.S.);N03.540.052.750.467
National Institute on Deafness and Other Communication Disorders (U.S.);N03.540.052.750.470
National Institute on Drug Abuse (U.S.);N03.540.052.750.485
National Library of Medicine (U.S.);N03.540.052.750.490
African Union;N03.540.089
Charities;N03.540.125
College Fraternities and Sororities;N03.540.162
Congresses as Topic;N03.540.199
Consensus Development Conferences as Topic;N03.540.199.205
Consensus Development Conferences, NIH as Topic;N03.540.199.205.500
Consumer Organizations;N03.540.245
Community Participation;N03.540.245.360
Patient Participation;N03.540.245.360.300
Faith-Based Organizations;N03.540.297
Religious Missions;N03.540.297.500
Government;N03.540.348
Federal Government;N03.540.348.500
United States Government Agencies;N03.540.348.500.500
Peace Corps;N03.540.348.500.500.099
United States Agency for International Development;N03.540.348.500.500.199
United States Department of Agriculture;N03.540.348.500.500.400
United States Department of Defense;N03.540.348.500.500.500
United States Dept. of Health and Human Services;N03.540.348.500.500.600
Centers for Medicare and Medicaid Services (U.S.);N03.540.348.500.500.600.550
United States Public Health Service;N03.540.348.500.500.600.650
Centers for Disease Control and Prevention (U.S.);N03.540.348.500.500.600.650.225
National Center for Health Statistics (U.S.);N03.540.348.500.500.600.650.225.260
National Institute for Occupational Safety and Health (U.S.);N03.540.348.500.500.600.650.225.520
National Center for Health Care Technology (U.S.);N03.540.348.500.500.600.650.400
National Institutes of Health (U.S.);N03.540.348.500.500.600.650.496
National Cancer Institute (U.S.);N03.540.348.500.500.600.650.496.150
National Center for Advancing Translational Sciences (U.S.);N03.540.348.500.500.600.650.496.175
National Center for Complementary and Integrative Health (U.S.);N03.540.348.500.500.600.650.496.188
National Eye Institute (U.S.);N03.540.348.500.500.600.650.496.200
National Heart, Lung, and Blood Institute (U.S.);N03.540.348.500.500.600.650.496.300
National Human Genome Research Institute (U.S.);N03.540.348.500.500.600.650.496.325
National Institute of Allergy and Infectious Diseases (U.S.);N03.540.348.500.500.600.650.496.400
National Institute of Arthritis and Musculoskeletal and Skin Diseases (U.S.);N03.540.348.500.500.600.650.496.425
National Institute of Biomedical Imaging and Bioengineering (U.S.);N03.540.348.500.500.600.650.496.435
National Institute of Child Health and Human Development (U.S.);N03.540.348.500.500.600.650.496.440
National Institute of Dental and Craniofacial Research (U.S.);N03.540.348.500.500.600.650.496.445
National Institute of Diabetes and Digestive and Kidney Diseases (U.S.);N03.540.348.500.500.600.650.496.450
National Institute of Environmental Health Sciences (U.S.);N03.540.348.500.500.600.650.496.455
National Institute of General Medical Sciences (U.S.);N03.540.348.500.500.600.650.496.457
National Institute of Mental Health (U.S.);N03.540.348.500.500.600.650.496.460
National Institute of Neurological Disorders and Stroke (U.S.);N03.540.348.500.500.600.650.496.461
National Institute of Nursing Research (U.S.);N03.540.348.500.500.600.650.496.462
National Institute on Aging (U.S.);N03.540.348.500.500.600.650.496.465
National Institute on Alcohol Abuse and Alcoholism (U.S.);N03.540.348.500.500.600.650.496.467
National Institute on Deafness and Other Communication Disorders (U.S.);N03.540.348.500.500.600.650.496.470
National Institute on Drug Abuse (U.S.);N03.540.348.500.500.600.650.496.485
National Library of Medicine (U.S.);N03.540.348.500.500.600.650.496.742
United States Agency for Healthcare Research and Quality;N03.540.348.500.500.600.650.592
United States Food and Drug Administration;N03.540.348.500.500.600.650.760
United States Health Resources and Services Administration;N03.540.348.500.500.600.650.790
National Health Planning Information Center (U.S.);N03.540.348.500.500.600.650.790.525
United States Indian Health Service;N03.540.348.500.500.600.650.825
United States Office of Research Integrity;N03.540.348.500.500.600.650.912
United States Substance Abuse and Mental Health Services Administration;N03.540.348.500.500.600.650.920
United States Department of Homeland Security;N03.540.348.500.500.650
United States Department of Veterans Affairs;N03.540.348.500.500.700
United States Environmental Protection Agency;N03.540.348.500.500.937
United States Federal Trade Commission;N03.540.348.500.500.968
United States National Aeronautics and Space Administration;N03.540.348.500.500.984
United States Occupational Safety and Health Administration;N03.540.348.500.500.992
United States Office of Economic Opportunity;N03.540.348.500.500.996
United States Office of National Drug Control Policy;N03.540.348.500.500.997
United States Office of Technology Assessment;N03.540.348.500.500.998
United States Social Security Administration;N03.540.348.500.500.999
Local Government;N03.540.348.750
State Government;N03.540.348.875
Government Agencies;N03.540.400
Child Protective Services;N03.540.400.500
Federal Government;N03.540.400.750
Health Planning Organizations;N03.540.452
Health Care Coalitions;N03.540.452.188
Health Planning Councils;N03.540.452.210
State Health Planning and Development Agencies;N03.540.452.508
Health Systems Agencies;N03.540.452.508.440
Home Care Agencies;N03.540.483
International Agencies;N03.540.514
International Planned Parenthood Federation;N03.540.514.320
Organisation for Economic Co-Operation and Development;N03.540.514.481
Red Cross;N03.540.514.642
United Nations;N03.540.514.718
UNESCO;N03.540.514.718.400
World Health Organization;N03.540.514.718.800
Pan American Health Organization;N03.540.514.718.800.628
Labor Unions;N03.540.571
Collective Bargaining;N03.540.571.356
Strikes, Employee;N03.540.571.608
Organizations, Nonprofit;N03.540.630
Foundations;N03.540.630.180
Health Level Seven;N03.540.630.480
Hospital Auxiliaries;N03.540.630.630
Voluntary Health Agencies;N03.540.630.780
American Cancer Society;N03.540.630.780.080
American Heart Association;N03.540.630.780.110
International Planned Parenthood Federation;N03.540.630.780.305
Mental Health Associations;N03.540.630.780.500
Red Cross;N03.540.630.780.608
Tuberculosis Societies;N03.540.630.780.850
Public-Private Sector Partnerships;N03.540.706
Self-Help Groups;N03.540.782
Alcoholics Anonymous;N03.540.782.270
Societies;N03.540.828
American Public Health Association;N03.540.828.052
American Speech-Language-Hearing Association;N03.540.828.105
Societies, Dental;N03.540.828.506
American Dental Association;N03.540.828.506.274
Societies, Hospital;N03.540.828.540
American Hospital Association;N03.540.828.540.080
Societies, Medical;N03.540.828.589
American Medical Association;N03.540.828.589.274
Societies, Nursing;N03.540.828.672
American Nurses' Association;N03.540.828.672.274
International Council of Nurses;N03.540.828.672.463
Societies, Pharmaceutical;N03.540.828.755
Societies, Scientific;N03.540.828.838
Societies, Veterinary;N03.540.828.919
Policy;N03.623
Social Control Policies;N03.623.500
Organizational Policy;N03.623.500.550
Public Policy;N03.623.500.608
Environmental Policy;N03.623.500.608.180
Family Planning Policy;N03.623.500.608.214
Health Policy;N03.623.500.608.428
Health Care Reform;N03.623.500.608.428.285
Nutrition Policy;N03.623.500.608.428.650
Recommended Dietary Allowances;N03.623.500.608.428.650.500
Social Control, Formal;N03.706
Credentialing;N03.706.110
Accreditation;N03.706.110.070
Joint Commission on Accreditation of Healthcare Organizations;N03.706.110.070.410
Certification;N03.706.110.120
Specialty Boards;N03.706.110.120.580
Licensure;N03.706.110.510
Licensure, Dental;N03.706.110.510.180
Licensure, Hospital;N03.706.110.510.290
Licensure, Medical;N03.706.110.510.410
Licensure, Nursing;N03.706.110.510.490
Licensure, Pharmacy;N03.706.110.510.560
Facility Regulation and Control;N03.706.280
Government Regulation;N03.706.358
Human Rights;N03.706.437
Child Advocacy;N03.706.437.300
Civil Rights;N03.706.437.352
Privacy;N03.706.437.352.500
Genetic Privacy;N03.706.437.352.500.320
Consumer Advocacy;N03.706.437.368
Freedom;N03.706.437.380
Personal Autonomy;N03.706.437.380.500
Patient Rights;N03.706.437.650
Confidentiality;N03.706.437.650.124
Data Anonymization;N03.706.437.650.124.160
Genetic Privacy;N03.706.437.650.124.320
Informed Consent;N03.706.437.650.312
Informed Consent By Minors;N03.706.437.650.312.500
Patient Access to Records;N03.706.437.650.406
Right to Die;N03.706.437.650.750
Treatment Refusal;N03.706.437.650.875
Vaccination Refusal;N03.706.437.650.875.500
Reproductive Rights;N03.706.437.675
Social Justice;N03.706.437.700
Women's Rights;N03.706.437.850
Jurisprudence;N03.706.535
Advance Directives;N03.706.535.020
Living Wills;N03.706.535.020.500
Compensation and Redress;N03.706.535.125
Confidentiality;N03.706.535.230
Duty to Warn;N03.706.535.230.270
Genetic Privacy;N03.706.535.230.320
Contracts;N03.706.535.241
Duty to Recontact;N03.706.535.247
Expert Testimony;N03.706.535.253
Forensic Psychiatry;N03.706.535.351
Commitment of Mentally Ill;N03.706.535.351.200
Insanity Defense;N03.706.535.351.528
Informed Consent;N03.706.535.489
Consent Forms;N03.706.535.489.134
Informed Consent By Minors;N03.706.535.489.384
Third-Party Consent;N03.706.535.489.635
Parental Consent;N03.706.535.489.635.500
Intellectual Property;N03.706.535.518
Copyright;N03.706.535.518.300
Patents as Topic;N03.706.535.518.650
International Law;N03.706.535.533
Liability, Legal;N03.706.535.547
Malpractice;N03.706.535.606
Defensive Medicine;N03.706.535.606.300
Professional Impairment;N03.706.535.606.528
Physician Impairment;N03.706.535.606.528.500
Mandatory Reporting;N03.706.535.615
Mental Competency;N03.706.535.625
Presumed Consent;N03.706.535.664
Resuscitation Orders;N03.706.535.704
Wrongful Life;N03.706.535.803
Legislation as Topic;N03.706.615
American Recovery and Reinvestment Act;N03.706.615.049
Antitrust Laws;N03.706.615.100
Employee Retirement Income Security Act;N03.706.615.215
Health Insurance Portability and Accountability Act;N03.706.615.273
Health Planning;N03.706.615.302
Legislation, Dental;N03.706.615.331
Legislation, Drug;N03.706.615.402
Drug and Narcotic Control;N03.706.615.402.250
Legislation, Food;N03.706.615.412
Legislation, Hospital;N03.706.615.420
Medicare Part C;N03.706.615.420.249
Legislation, Medical;N03.706.615.473
International Health Regulations;N03.706.615.473.250
Medical Device Legislation;N03.706.615.473.500
Legislation, Nursing;N03.706.615.544
Legislation, Pharmacy;N03.706.615.615
Legislation, Veterinary;N03.706.615.686
Medicaid;N03.706.615.693
Medicare;N03.706.615.696
Medicare Access and CHIP Reauthorization Act of 2015;N03.706.615.696.500
Medicare Part A;N03.706.615.698
Medicare Part B;N03.706.615.699
Medicare Part D;N03.706.615.752
Patient Freedom of Choice Laws;N03.706.615.805
Patient Protection and Affordable Care Act;N03.706.615.806
Patient Self-Determination Act;N03.706.615.808
Privacy;N03.706.615.862
Tax Equity and Fiscal Responsibility Act;N03.706.615.889
Threshold Limit Values;N03.706.615.917
Mandatory Programs;N03.706.657
Mandatory Reporting;N03.706.657.249
Mandatory Testing;N03.706.657.500
Patient Advocacy;N03.706.678
Peer Review;N03.706.700
Peer Review, Health Care;N03.706.700.690
Peer Review, Research;N03.706.700.700
Policy Making;N03.706.742
Advisory Committees;N03.706.742.500
State Dentistry;N03.787
State Medicine;N03.858
Technology Assessment, Biomedical;N03.880
Technology, High-Cost;N03.880.502
Health Services Administration;N04
Intersectoral Collaboration;N04.226
Organization and Administration;N04.452
Annual Reports as Topic;N04.452.070
Appointments and Schedules;N04.452.095
Waiting Lists;N04.452.095.738
Capacity Building;N04.452.105
Clinical Governance;N04.452.115
Committee Membership;N04.452.122
Constitution and Bylaws;N04.452.150
Decision Making, Organizational;N04.452.190
Efficiency;N04.452.209
Efficiency, Organizational;N04.452.209.500
Eligibility Determination;N04.452.264
Facilities and Services Utilization;N04.452.289
Fee Schedules;N04.452.313
Relative Value Scales;N04.452.313.500
Governing Board;N04.452.394
Trustees;N04.452.394.600
Health Facility Administration;N04.452.418
Hospital Administration;N04.452.442
Ancillary Services, Hospital;N04.452.442.060
Centralized Hospital Services;N04.452.442.110
Financial Management, Hospital;N04.452.442.180
Hospital Communication Systems;N04.452.442.322
Hospital Departments;N04.452.442.422
Admitting Department, Hospital;N04.452.442.422.040
Anesthesia Department, Hospital;N04.452.442.422.070
Cardiology Service, Hospital;N04.452.442.422.215
Central Supply, Hospital;N04.452.442.422.260
Chaplaincy Service, Hospital;N04.452.442.422.270
Dental Service, Hospital;N04.452.442.422.298
Education Department, Hospital;N04.452.442.422.310
Emergency Service, Hospital;N04.452.442.422.336
Trauma Centers;N04.452.442.422.336.400
